type,byte,FingerPrint,Corelation
image/tiff,179,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,179,0.0,1.0
application/zip,179,0.0,1.0
image/vnd.microsoft.icon,179,0.0,1.0
video/quicktime,179,0.0,1.0
video/mp4,179,0.0,1.0
application/xml,180,0.0,1.0
application/fits,180,0.0,1.0
application/x-sh,180,0.0,1.0
application/x-msdownload,180,0.0,1.0
image/jpeg,180,0.0,1.0
application/atom+xml,180,0.0,1.0
image/gif,180,0.0,1.0
image/x-ms-bmp,180,0.0,1.0
image/svg+xml,180,0.0,1.0
text/x-php,180,0.0,1.0
application/xhtml+xml,180,0.0,1.0
application/postscript,180,0.0,1.0
application/x-tika-msoffice,180,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,180,0.0,1.0
video/x-flv,180,0.0,1.0
text/x-matlab,180,0.0,1.0
application/vnd.ms-excel,180,0.0,1.0
text/plain,180,0.0,1.0
image/png,180,0.0,1.0
application/pdf,180,0.0,1.0
application/msword,180,0.0,1.0
application/x-compress,180,0.0,1.0
application/x-tika-ooxml,180,0.0,1.0
application/rdf+xml,180,0.0,1.0
application/vnd.google-earth.kml+xml,180,0.0,1.0
application/rss+xml,180,0.0,1.0
application/epub+zip,180,0.0,1.0
application/x-elc,180,0.0,1.0
audio/mpeg,180,0.0,1.0
text/html,180,0.0,1.0
image/tiff,180,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,180,0.0,1.0
application/zip,180,0.0,1.0
image/vnd.microsoft.icon,180,0.0,1.0
video/quicktime,180,0.0,1.0
video/mp4,180,0.0,1.0
application/xml,181,0.0,1.0
application/fits,181,0.0,1.0
application/x-sh,181,0.0,1.0
application/x-msdownload,181,0.0,1.0
image/jpeg,181,0.0,1.0
application/atom+xml,181,0.0,1.0
image/gif,181,0.0,1.0
image/x-ms-bmp,181,0.0,1.0
image/svg+xml,181,0.0,1.0
text/x-php,181,0.0,1.0
application/xhtml+xml,181,0.0,1.0
application/postscript,181,0.0,1.0
application/x-tika-msoffice,181,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,181,0.0,1.0
video/x-flv,181,0.0,1.0
text/x-matlab,181,0.0,1.0
application/vnd.ms-excel,181,0.0,1.0
text/plain,181,0.0,1.0
image/png,181,0.0,1.0
application/pdf,181,0.0,1.0
application/msword,181,0.0,1.0
application/x-compress,181,0.0,1.0
application/x-tika-ooxml,181,0.0,1.0
application/rdf+xml,181,0.0,1.0
application/vnd.google-earth.kml+xml,181,0.0,1.0
application/rss+xml,181,0.0,1.0
application/epub+zip,181,0.0,1.0
application/x-elc,181,0.0,1.0
audio/mpeg,181,0.0,1.0
text/html,181,0.0,1.0
image/tiff,181,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,181,0.0,1.0
application/zip,181,0.0,1.0
image/vnd.microsoft.icon,181,0.0,1.0
video/quicktime,181,0.0,1.0
video/mp4,181,0.0,1.0
application/xml,182,0.0,1.0
application/fits,182,0.0,1.0
application/x-sh,182,0.0,1.0
application/x-msdownload,182,0.0,1.0
image/jpeg,182,0.0,1.0
application/atom+xml,182,0.0,1.0
image/gif,182,0.0,1.0
image/x-ms-bmp,182,0.0,1.0
image/svg+xml,182,0.0,1.0
text/x-php,182,0.0,1.0
application/xhtml+xml,182,0.0,1.0
application/postscript,182,0.0,1.0
application/x-tika-msoffice,182,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,182,0.0,1.0
video/x-flv,182,0.0,1.0
text/x-matlab,182,0.0,1.0
application/vnd.ms-excel,182,0.0,1.0
text/plain,182,0.0,1.0
image/png,182,0.0,1.0
application/pdf,182,0.0,1.0
application/msword,182,0.0,1.0
application/x-compress,182,0.0,1.0
application/x-tika-ooxml,182,0.0,1.0
application/rdf+xml,182,0.0,1.0
application/vnd.google-earth.kml+xml,182,0.0,1.0
application/rss+xml,182,0.0,1.0
application/epub+zip,182,0.0,1.0
application/x-elc,182,0.0,1.0
audio/mpeg,182,0.0,1.0
text/html,182,0.0,1.0
image/tiff,182,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,182,0.0,1.0
application/zip,182,0.0,1.0
image/vnd.microsoft.icon,182,0.0,1.0
video/quicktime,182,0.0,1.0
video/mp4,182,0.0,1.0
application/xml,183,0.0,1.0
application/fits,183,0.0,1.0
application/x-sh,183,0.0,1.0
application/x-msdownload,183,0.0,1.0
image/jpeg,183,0.0,1.0
application/atom+xml,183,0.0,1.0
image/gif,183,0.0,1.0
image/x-ms-bmp,183,0.0,1.0
image/svg+xml,183,0.0,1.0
text/x-php,183,0.0,1.0
application/xhtml+xml,183,0.0,1.0
application/postscript,183,0.0,1.0
application/x-tika-msoffice,183,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,183,0.0,1.0
video/x-flv,183,0.0,1.0
text/x-matlab,183,0.0,1.0
application/vnd.ms-excel,183,0.0,1.0
text/plain,183,0.0,1.0
image/png,183,0.0,1.0
application/pdf,183,0.0,1.0
application/msword,183,0.0,1.0
application/x-compress,183,0.0,1.0
application/x-tika-ooxml,183,0.0,1.0
application/rdf+xml,183,0.0,1.0
application/vnd.google-earth.kml+xml,183,0.0,1.0
application/rss+xml,183,0.0,1.0
application/epub+zip,183,0.0,1.0
application/x-elc,183,0.0,1.0
audio/mpeg,183,0.0,1.0
text/html,183,0.0,1.0
image/tiff,183,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,183,0.0,1.0
application/zip,183,0.0,1.0
image/vnd.microsoft.icon,183,0.0,1.0
video/quicktime,183,0.0,1.0
video/mp4,183,0.0,1.0
application/xml,184,0.0,1.0
application/fits,184,0.0,1.0
application/x-sh,184,0.0,1.0
application/x-msdownload,184,0.0,1.0
image/jpeg,184,0.0,1.0
application/atom+xml,184,0.0,1.0
image/gif,184,0.0,1.0
image/x-ms-bmp,184,0.0,1.0
image/svg+xml,184,0.0,1.0
text/x-php,184,0.0,1.0
application/xhtml+xml,184,0.0,1.0
application/postscript,184,0.0,1.0
application/x-tika-msoffice,184,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,184,0.0,1.0
video/x-flv,184,0.0,1.0
text/x-matlab,184,0.0,1.0
application/vnd.ms-excel,184,0.0,1.0
text/plain,184,0.0,1.0
image/png,184,0.0,1.0
application/pdf,184,0.0,1.0
application/msword,184,0.0,1.0
application/x-compress,184,0.0,1.0
application/x-tika-ooxml,184,0.0,1.0
application/rdf+xml,184,0.0,1.0
application/vnd.google-earth.kml+xml,184,0.0,1.0
application/rss+xml,184,0.0,1.0
application/epub+zip,184,0.0,1.0
application/x-elc,184,0.0,1.0
audio/mpeg,184,0.0,1.0
text/html,184,0.0,1.0
image/tiff,184,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,184,0.0,1.0
application/zip,184,0.0,1.0
image/vnd.microsoft.icon,184,0.0,1.0
video/quicktime,184,0.0,1.0
video/mp4,184,0.0,1.0
application/xml,185,0.0,1.0
application/fits,185,0.0,1.0
application/x-sh,185,0.0,1.0
application/x-msdownload,185,0.0,1.0
image/jpeg,185,0.0,1.0
application/atom+xml,185,0.0,1.0
image/gif,185,0.0,1.0
image/x-ms-bmp,185,0.0,1.0
image/svg+xml,185,0.0,1.0
text/x-php,185,0.0,1.0
application/xhtml+xml,185,0.0,1.0
application/postscript,185,0.0,1.0
application/x-tika-msoffice,185,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,185,0.0,1.0
video/x-flv,185,0.0,1.0
text/x-matlab,185,0.0,1.0
application/vnd.ms-excel,185,0.0,1.0
text/plain,185,0.0,1.0
image/png,185,0.0,1.0
application/pdf,185,0.0,1.0
application/msword,185,0.0,1.0
application/x-compress,185,0.0,1.0
application/x-tika-ooxml,185,0.0,1.0
application/rdf+xml,185,0.0,1.0
application/vnd.google-earth.kml+xml,185,0.0,1.0
application/rss+xml,185,0.0,1.0
application/epub+zip,185,0.0,1.0
application/x-elc,185,0.0,1.0
audio/mpeg,185,0.0,1.0
text/html,185,0.0,1.0
image/tiff,185,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,185,0.0,1.0
application/zip,185,0.0,1.0
image/vnd.microsoft.icon,185,0.0,1.0
video/quicktime,185,0.0,1.0
video/mp4,185,0.0,1.0
application/xml,186,0.0,1.0
application/fits,186,0.0,1.0
application/x-sh,186,0.0,1.0
application/x-msdownload,186,0.0,1.0
image/jpeg,186,0.0,1.0
application/atom+xml,186,0.0,1.0
image/gif,186,0.0,1.0
image/x-ms-bmp,186,0.0,1.0
image/svg+xml,186,0.0,1.0
text/x-php,186,0.0,1.0
application/xhtml+xml,186,0.0,1.0
application/postscript,186,0.0,1.0
application/x-tika-msoffice,186,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,186,0.0,1.0
video/x-flv,186,0.0,1.0
text/x-matlab,186,0.0,1.0
application/vnd.ms-excel,186,0.0,1.0
text/plain,186,0.0,1.0
image/png,186,0.0,1.0
application/pdf,186,0.0,1.0
application/msword,186,0.0,1.0
application/x-compress,186,0.0,1.0
application/x-tika-ooxml,186,0.0,1.0
application/rdf+xml,186,0.0,1.0
application/vnd.google-earth.kml+xml,186,0.0,1.0
application/rss+xml,186,0.0,1.0
application/epub+zip,186,0.0,1.0
application/x-elc,186,0.0,1.0
audio/mpeg,186,0.0,1.0
text/html,186,0.0,1.0
image/tiff,186,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,186,0.0,1.0
application/zip,186,0.0,1.0
image/vnd.microsoft.icon,186,0.0,1.0
video/quicktime,186,0.0,1.0
video/mp4,186,0.0,1.0
application/xml,187,0.0,1.0
application/fits,187,0.0,1.0
application/x-sh,187,0.0,1.0
application/x-msdownload,187,0.0,1.0
image/jpeg,187,0.0,1.0
application/atom+xml,187,0.0,1.0
image/gif,187,0.0,1.0
image/x-ms-bmp,187,0.0,1.0
image/svg+xml,187,0.0,1.0
text/x-php,187,0.0,1.0
application/xhtml+xml,187,0.0,1.0
application/postscript,187,0.0,1.0
application/x-tika-msoffice,187,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,187,0.0,1.0
video/x-flv,187,0.0,1.0
text/x-matlab,187,0.0,1.0
application/vnd.ms-excel,187,0.0,1.0
text/plain,187,0.0,1.0
image/png,187,0.0,1.0
application/pdf,187,0.0,1.0
application/msword,187,0.0,1.0
application/x-compress,187,0.0,1.0
application/x-tika-ooxml,187,0.0,1.0
application/rdf+xml,187,0.0,1.0
application/vnd.google-earth.kml+xml,187,0.0,1.0
application/rss+xml,187,0.0,1.0
application/epub+zip,187,0.0,1.0
application/x-elc,187,0.0,1.0
audio/mpeg,187,0.0,1.0
text/html,187,0.0,1.0
image/tiff,187,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,187,0.0,1.0
application/zip,187,0.0,1.0
image/vnd.microsoft.icon,187,0.0,1.0
video/quicktime,187,0.0,1.0
video/mp4,187,0.0,1.0
application/xml,188,0.0,1.0
application/fits,188,0.0,1.0
application/x-sh,188,0.0,1.0
application/x-msdownload,188,0.0,1.0
image/jpeg,188,0.0,1.0
application/atom+xml,188,0.0,1.0
image/gif,188,0.0,1.0
image/x-ms-bmp,188,0.0,1.0
image/svg+xml,188,0.0,1.0
text/x-php,188,0.0,1.0
application/xhtml+xml,188,0.0,1.0
application/postscript,188,0.0,1.0
application/x-tika-msoffice,188,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,188,0.0,1.0
video/x-flv,188,0.0,1.0
text/x-matlab,188,0.0,1.0
application/vnd.ms-excel,188,0.0,1.0
text/plain,188,0.0,1.0
image/png,188,0.0,1.0
application/pdf,188,0.0,1.0
application/msword,188,0.0,1.0
application/x-compress,188,0.0,1.0
application/x-tika-ooxml,188,0.0,1.0
application/rdf+xml,188,0.0,1.0
application/vnd.google-earth.kml+xml,188,0.0,1.0
application/rss+xml,188,0.0,1.0
application/epub+zip,188,0.0,1.0
application/x-elc,188,0.0,1.0
audio/mpeg,188,0.0,1.0
text/html,188,0.0,1.0
image/tiff,188,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,188,0.0,1.0
application/zip,188,0.0,1.0
image/vnd.microsoft.icon,188,0.0,1.0
video/quicktime,188,0.0,1.0
video/mp4,188,0.0,1.0
application/xml,189,0.0,1.0
application/fits,189,0.0,1.0
application/x-sh,189,0.0,1.0
application/x-msdownload,189,0.0,1.0
image/jpeg,189,0.0,1.0
application/atom+xml,189,0.0,1.0
image/gif,189,0.0,1.0
image/x-ms-bmp,189,0.0,1.0
image/svg+xml,189,0.0,1.0
text/x-php,189,0.0,1.0
application/xhtml+xml,189,0.0,1.0
application/postscript,189,0.0,1.0
application/x-tika-msoffice,189,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,189,0.0,1.0
video/x-flv,189,0.0,1.0
text/x-matlab,189,0.0,1.0
application/vnd.ms-excel,189,0.0,1.0
text/plain,189,0.0,1.0
image/png,189,0.0,1.0
application/pdf,189,0.0,1.0
application/msword,189,0.0,1.0
application/x-compress,189,0.0,1.0
application/x-tika-ooxml,189,0.0,1.0
application/rdf+xml,189,0.0,1.0
application/vnd.google-earth.kml+xml,189,0.0,1.0
application/rss+xml,189,0.0,1.0
application/epub+zip,189,0.0,1.0
application/x-elc,189,0.0,1.0
audio/mpeg,189,0.0,1.0
text/html,189,0.0,1.0
image/tiff,189,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,189,0.0,1.0
application/zip,189,0.0,1.0
image/vnd.microsoft.icon,189,0.0,1.0
video/quicktime,189,0.0,1.0
video/mp4,189,0.0,1.0
application/xml,190,0.0,1.0
application/fits,190,0.0,1.0
application/x-sh,190,0.0,1.0
application/x-msdownload,190,0.0,1.0
image/jpeg,190,0.0,1.0
application/atom+xml,190,0.0,1.0
image/gif,190,0.0,1.0
image/x-ms-bmp,190,0.0,1.0
image/svg+xml,190,0.0,1.0
text/x-php,190,0.0,1.0
application/xhtml+xml,190,0.0,1.0
application/postscript,190,0.0,1.0
application/x-tika-msoffice,190,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,190,0.0,1.0
video/x-flv,190,0.0,1.0
text/x-matlab,190,0.0,1.0
application/vnd.ms-excel,190,0.0,1.0
text/plain,190,0.0,1.0
image/png,190,0.0,1.0
application/pdf,190,0.0,1.0
application/msword,190,0.0,1.0
application/x-compress,190,0.0,1.0
application/x-tika-ooxml,190,0.0,1.0
application/rdf+xml,190,0.0,1.0
application/vnd.google-earth.kml+xml,190,0.0,1.0
application/rss+xml,190,0.0,1.0
application/epub+zip,190,0.0,1.0
application/x-elc,190,0.0,1.0
audio/mpeg,190,0.0,1.0
text/html,190,0.0,1.0
image/tiff,190,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,190,0.0,1.0
application/zip,190,0.0,1.0
image/vnd.microsoft.icon,190,0.0,1.0
video/quicktime,190,0.0,1.0
video/mp4,190,0.0,1.0
application/xml,191,0.0,1.0
application/fits,191,0.0,1.0
application/x-sh,191,0.0,1.0
application/x-msdownload,191,0.0,1.0
image/jpeg,191,0.0,1.0
application/atom+xml,191,0.0,1.0
image/gif,191,0.0,1.0
image/x-ms-bmp,191,0.0,1.0
image/svg+xml,191,0.0,1.0
text/x-php,191,0.0,1.0
application/xhtml+xml,191,0.0,1.0
application/postscript,191,0.0,1.0
application/x-tika-msoffice,191,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,191,0.0,1.0
video/x-flv,191,0.0,1.0
text/x-matlab,191,0.0,1.0
application/vnd.ms-excel,191,0.0,1.0
text/plain,191,0.0,1.0
image/png,191,0.0,1.0
application/pdf,191,0.0,1.0
application/msword,191,0.0,1.0
application/x-compress,191,0.0,1.0
application/x-tika-ooxml,191,0.0,1.0
application/rdf+xml,191,0.0,1.0
application/vnd.google-earth.kml+xml,191,0.0,1.0
application/rss+xml,191,0.0,1.0
application/epub+zip,191,0.0,1.0
application/x-elc,191,0.0,1.0
audio/mpeg,191,0.0,1.0
text/html,191,0.0,1.0
image/tiff,191,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,191,0.0,1.0
application/zip,191,0.0,1.0
image/vnd.microsoft.icon,191,0.0,1.0
video/quicktime,191,0.0,1.0
video/mp4,191,0.0,1.0
application/xml,192,0.0,1.0
application/fits,192,0.0,1.0
application/x-sh,192,0.0,1.0
application/x-msdownload,192,0.0,1.0
image/jpeg,192,0.0,1.0
application/atom+xml,192,0.0,1.0
image/gif,192,0.0,1.0
image/x-ms-bmp,192,0.0,1.0
image/svg+xml,192,0.0,1.0
text/x-php,192,0.0,1.0
application/xhtml+xml,192,0.0,1.0
application/postscript,192,0.0,1.0
application/x-tika-msoffice,192,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,192,0.0,1.0
video/x-flv,192,0.0,1.0
text/x-matlab,192,0.0,1.0
application/vnd.ms-excel,192,0.0,1.0
text/plain,192,0.0,1.0
image/png,192,0.0,1.0
application/pdf,192,0.0,1.0
application/msword,192,0.0,1.0
application/x-compress,192,0.0,1.0
application/x-tika-ooxml,192,0.0,1.0
application/rdf+xml,192,0.0,1.0
application/vnd.google-earth.kml+xml,192,0.0,1.0
application/rss+xml,192,0.0,1.0
application/epub+zip,192,0.0,1.0
application/x-elc,192,0.0,1.0
audio/mpeg,192,0.0,1.0
text/html,192,0.0,1.0
image/tiff,192,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,192,0.0,1.0
application/zip,192,0.0,1.0
image/vnd.microsoft.icon,192,0.0,1.0
video/quicktime,192,0.0,1.0
video/mp4,192,0.0,1.0
application/xml,193,0.0,1.0
application/fits,193,0.0,1.0
application/x-sh,193,0.0,1.0
application/x-msdownload,193,0.0,1.0
image/jpeg,193,0.0,1.0
application/atom+xml,193,0.0,1.0
image/gif,193,0.0,1.0
image/x-ms-bmp,193,0.0,1.0
image/svg+xml,193,0.0,1.0
text/x-php,193,0.0,1.0
application/xhtml+xml,193,0.0,1.0
application/postscript,193,0.0,1.0
application/x-tika-msoffice,193,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,193,0.0,1.0
video/x-flv,193,0.0,1.0
text/x-matlab,193,0.0,1.0
application/vnd.ms-excel,193,0.0,1.0
text/plain,193,0.0,1.0
image/png,193,0.0,1.0
application/pdf,193,0.0,1.0
application/msword,193,0.0,1.0
application/x-compress,193,0.0,1.0
application/x-tika-ooxml,193,0.0,1.0
application/rdf+xml,193,0.0,1.0
application/vnd.google-earth.kml+xml,193,0.0,1.0
application/rss+xml,193,0.0,1.0
application/epub+zip,193,0.0,1.0
application/x-elc,193,0.0,1.0
audio/mpeg,193,0.0,1.0
text/html,193,0.0,1.0
image/tiff,193,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,193,0.0,1.0
application/zip,193,0.0,1.0
image/vnd.microsoft.icon,193,0.0,1.0
video/quicktime,193,0.0,1.0
video/mp4,193,0.0,1.0
application/xml,194,0.0,1.0
application/fits,194,0.0,1.0
application/x-sh,194,0.0,1.0
application/x-msdownload,194,0.0,1.0
image/jpeg,194,0.0,1.0
application/atom+xml,194,0.0,1.0
image/gif,194,0.0,1.0
image/x-ms-bmp,194,0.0,1.0
image/svg+xml,194,0.0,1.0
text/x-php,194,0.0,1.0
application/xhtml+xml,194,0.0,1.0
application/postscript,194,0.0,1.0
application/x-tika-msoffice,194,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,194,0.0,1.0
video/x-flv,194,0.0,1.0
text/x-matlab,194,0.0,1.0
application/vnd.ms-excel,194,0.0,1.0
text/plain,194,0.0,1.0
image/png,194,0.0,1.0
application/pdf,194,0.0,1.0
application/msword,194,0.0,1.0
application/x-compress,194,0.0,1.0
application/x-tika-ooxml,194,0.0,1.0
application/rdf+xml,194,0.0,1.0
application/vnd.google-earth.kml+xml,194,0.0,1.0
application/rss+xml,194,0.0,1.0
application/epub+zip,194,0.0,1.0
application/x-elc,194,0.0,1.0
audio/mpeg,194,0.0,1.0
text/html,194,0.0,1.0
image/tiff,194,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,194,0.0,1.0
application/zip,194,0.0,1.0
image/vnd.microsoft.icon,194,0.0,1.0
video/quicktime,194,0.0,1.0
video/mp4,194,0.0,1.0
application/xml,195,0.0,1.0
application/fits,195,0.0,1.0
application/x-sh,195,0.0,1.0
application/x-msdownload,195,0.0,1.0
image/jpeg,195,0.0,1.0
application/atom+xml,195,0.0,1.0
image/gif,195,0.0,1.0
image/x-ms-bmp,195,0.0,1.0
image/svg+xml,195,0.0,1.0
text/x-php,195,0.0,1.0
application/xhtml+xml,195,0.0,1.0
application/postscript,195,0.0,1.0
application/x-tika-msoffice,195,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,195,0.0,1.0
video/x-flv,195,0.0,1.0
text/x-matlab,195,0.0,1.0
application/vnd.ms-excel,195,0.0,1.0
text/plain,195,0.0,1.0
image/png,195,0.0,1.0
application/pdf,195,0.0,1.0
application/msword,195,0.0,1.0
application/x-compress,195,0.0,1.0
application/x-tika-ooxml,195,0.0,1.0
application/rdf+xml,195,0.0,1.0
application/vnd.google-earth.kml+xml,195,0.0,1.0
application/rss+xml,195,0.0,1.0
application/epub+zip,195,0.0,1.0
application/x-elc,195,0.0,1.0
audio/mpeg,195,0.0,1.0
text/html,195,0.0,1.0
image/tiff,195,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,195,0.0,1.0
application/zip,195,0.0,1.0
image/vnd.microsoft.icon,195,0.0,1.0
video/quicktime,195,0.0,1.0
video/mp4,195,0.0,1.0
application/xml,196,0.0,1.0
application/fits,196,0.0,1.0
application/x-sh,196,0.0,1.0
application/x-msdownload,196,0.0,1.0
image/jpeg,196,0.0,1.0
application/atom+xml,196,0.0,1.0
image/gif,196,0.0,1.0
image/x-ms-bmp,196,0.0,1.0
image/svg+xml,196,0.0,1.0
text/x-php,196,0.0,1.0
application/xhtml+xml,196,0.0,1.0
application/postscript,196,0.0,1.0
application/x-tika-msoffice,196,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,196,0.0,1.0
video/x-flv,196,0.0,1.0
text/x-matlab,196,0.0,1.0
application/vnd.ms-excel,196,0.0,1.0
text/plain,196,0.0,1.0
image/png,196,0.0,1.0
application/pdf,196,0.0,1.0
application/msword,196,0.0,1.0
application/x-compress,196,0.0,1.0
application/x-tika-ooxml,196,0.0,1.0
application/rdf+xml,196,0.0,1.0
application/vnd.google-earth.kml+xml,196,0.0,1.0
application/rss+xml,196,0.0,1.0
application/epub+zip,196,0.0,1.0
application/x-elc,196,0.0,1.0
audio/mpeg,196,0.0,1.0
text/html,196,0.0,1.0
image/tiff,196,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,196,0.0,1.0
application/zip,196,0.0,1.0
image/vnd.microsoft.icon,196,0.0,1.0
video/quicktime,196,0.0,1.0
video/mp4,196,0.0,1.0
application/xml,197,0.0,1.0
application/fits,197,0.0,1.0
application/x-sh,197,0.0,1.0
application/x-msdownload,197,0.0,1.0
image/jpeg,197,0.0,1.0
application/atom+xml,197,0.0,1.0
image/gif,197,0.0,1.0
image/x-ms-bmp,197,0.0,1.0
image/svg+xml,197,0.0,1.0
text/x-php,197,0.0,1.0
application/xhtml+xml,197,0.0,1.0
application/postscript,197,0.0,1.0
application/x-tika-msoffice,197,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,197,0.0,1.0
video/x-flv,197,0.0,1.0
text/x-matlab,197,0.0,1.0
application/vnd.ms-excel,197,0.0,1.0
text/plain,197,0.0,1.0
image/png,197,0.0,1.0
application/pdf,197,0.0,1.0
application/msword,197,0.0,1.0
application/x-compress,197,0.0,1.0
application/x-tika-ooxml,197,0.0,1.0
application/rdf+xml,197,0.0,1.0
application/vnd.google-earth.kml+xml,197,0.0,1.0
application/rss+xml,197,0.0,1.0
application/epub+zip,197,0.0,1.0
application/x-elc,197,0.0,1.0
audio/mpeg,197,0.0,1.0
text/html,197,0.0,1.0
image/tiff,197,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,197,0.0,1.0
application/zip,197,0.0,1.0
image/vnd.microsoft.icon,197,0.0,1.0
video/quicktime,197,0.0,1.0
video/mp4,197,0.0,1.0
application/xml,198,0.0,1.0
application/fits,198,0.0,1.0
application/x-sh,198,0.0,1.0
application/x-msdownload,198,0.0,1.0
image/jpeg,198,0.0,1.0
application/atom+xml,198,0.0,1.0
image/gif,198,0.0,1.0
image/x-ms-bmp,198,0.0,1.0
image/svg+xml,198,0.0,1.0
text/x-php,198,0.0,1.0
application/xhtml+xml,198,0.0,1.0
application/postscript,198,0.0,1.0
application/x-tika-msoffice,198,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,198,0.0,1.0
video/x-flv,198,0.0,1.0
text/x-matlab,198,0.0,1.0
application/vnd.ms-excel,198,0.0,1.0
text/plain,198,0.0,1.0
image/png,198,0.0,1.0
application/pdf,198,0.0,1.0
application/msword,198,0.0,1.0
application/x-compress,198,0.0,1.0
application/x-tika-ooxml,198,0.0,1.0
application/rdf+xml,198,0.0,1.0
application/vnd.google-earth.kml+xml,198,0.0,1.0
application/rss+xml,198,0.0,1.0
application/epub+zip,198,0.0,1.0
application/x-elc,198,0.0,1.0
audio/mpeg,198,0.0,1.0
text/html,198,0.0,1.0
image/tiff,198,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,198,0.0,1.0
application/zip,198,0.0,1.0
image/vnd.microsoft.icon,198,0.0,1.0
video/quicktime,198,0.0,1.0
video/mp4,198,0.0,1.0
application/xml,199,0.0,1.0
application/fits,199,0.0,1.0
application/x-sh,199,0.0,1.0
application/x-msdownload,199,0.0,1.0
image/jpeg,199,0.0,1.0
application/atom+xml,199,0.0,1.0
image/gif,199,0.0,1.0
image/x-ms-bmp,199,0.0,1.0
image/svg+xml,199,0.0,1.0
text/x-php,199,0.0,1.0
application/xhtml+xml,199,0.0,1.0
application/postscript,199,0.0,1.0
application/x-tika-msoffice,199,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,199,0.0,1.0
video/x-flv,199,0.0,1.0
text/x-matlab,199,0.0,1.0
application/vnd.ms-excel,199,0.0,1.0
text/plain,199,0.0,1.0
image/png,199,0.0,1.0
application/pdf,199,0.0,1.0
application/msword,199,0.0,1.0
application/x-compress,199,0.0,1.0
application/x-tika-ooxml,199,0.0,1.0
application/rdf+xml,199,0.0,1.0
application/vnd.google-earth.kml+xml,199,0.0,1.0
application/rss+xml,199,0.0,1.0
application/epub+zip,199,0.0,1.0
application/x-elc,199,0.0,1.0
audio/mpeg,199,0.0,1.0
text/html,199,0.0,1.0
image/tiff,199,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,199,0.0,1.0
application/zip,199,0.0,1.0
image/vnd.microsoft.icon,199,0.0,1.0
video/quicktime,199,0.0,1.0
video/mp4,199,0.0,1.0
application/xml,200,0.0,1.0
application/fits,200,0.0,1.0
application/x-sh,200,0.0,1.0
application/x-msdownload,200,0.0,1.0
image/jpeg,200,0.0,1.0
application/atom+xml,200,0.0,1.0
image/gif,200,0.0,1.0
image/x-ms-bmp,200,0.0,1.0
image/svg+xml,200,0.0,1.0
text/x-php,200,0.0,1.0
application/xhtml+xml,200,0.0,1.0
application/postscript,200,0.0,1.0
